;filename;x1;x2;SMILES1;SMILES2;cas1;cas2;InChI1;InChI2;components;Mole fraction;Temperature, K;Pressure, kPa;Speed of sound, m/s;Speed of sound, m/s_std
41711;j.jct.2005.06.011;1-propanol;methylcyclohexane;CCCO;CC1CCCCC1;71-23-8;108-87-2;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-propanol__methylcyclohexane;0.0;298.15;101.0;1206.0;2.0
41712;j.jct.2005.06.011;1-propanol;methylcyclohexane;CCCO;CC1CCCCC1;71-23-8;108-87-2;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-propanol__methylcyclohexane;0.1008;298.15;101.0;1207.0;2.0
41713;j.jct.2005.06.011;1-propanol;methylcyclohexane;CCCO;CC1CCCCC1;71-23-8;108-87-2;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-propanol__methylcyclohexane;0.2027;298.15;101.0;1208.0;2.0
41714;j.jct.2005.06.011;1-propanol;methylcyclohexane;CCCO;CC1CCCCC1;71-23-8;108-87-2;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-propanol__methylcyclohexane;0.3047;298.15;101.0;1209.0;2.0
41715;j.jct.2005.06.011;1-propanol;methylcyclohexane;CCCO;CC1CCCCC1;71-23-8;108-87-2;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-propanol__methylcyclohexane;0.4039;298.15;101.0;1210.0;2.0
41716;j.jct.2005.06.011;1-propanol;methylcyclohexane;CCCO;CC1CCCCC1;71-23-8;108-87-2;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-propanol__methylcyclohexane;0.5031;298.15;101.0;1212.0;2.0
41717;j.jct.2005.06.011;1-propanol;methylcyclohexane;CCCO;CC1CCCCC1;71-23-8;108-87-2;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-propanol__methylcyclohexane;0.6008;298.15;101.0;1213.0;2.0
41718;j.jct.2005.06.011;1-propanol;methylcyclohexane;CCCO;CC1CCCCC1;71-23-8;108-87-2;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-propanol__methylcyclohexane;0.6985;298.15;101.0;1214.0;2.0
41719;j.jct.2005.06.011;1-propanol;methylcyclohexane;CCCO;CC1CCCCC1;71-23-8;108-87-2;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-propanol__methylcyclohexane;0.799;298.15;101.0;1215.0;2.0
41720;j.jct.2005.06.011;1-propanol;methylcyclohexane;CCCO;CC1CCCCC1;71-23-8;108-87-2;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-propanol__methylcyclohexane;0.8995;298.15;101.0;1216.0;2.0
41721;j.jct.2005.06.011;1-propanol;methylcyclohexane;CCCO;CC1CCCCC1;71-23-8;108-87-2;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-propanol__methylcyclohexane;1.0;298.15;101.0;1217.0;2.0
41821;j.jct.2005.06.011;2-propanol;methylcyclohexane;CC(C)O;CC1CCCCC1;8013-70-5;108-87-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-propanol__methylcyclohexane;0.0;298.15;101.0;1144.0;2.0
41822;j.jct.2005.06.011;2-propanol;methylcyclohexane;CC(C)O;CC1CCCCC1;8013-70-5;108-87-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-propanol__methylcyclohexane;0.1001;298.15;101.0;1151.0;2.0
41823;j.jct.2005.06.011;2-propanol;methylcyclohexane;CC(C)O;CC1CCCCC1;8013-70-5;108-87-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-propanol__methylcyclohexane;0.2033;298.15;101.0;1159.0;2.0
41824;j.jct.2005.06.011;2-propanol;methylcyclohexane;CC(C)O;CC1CCCCC1;8013-70-5;108-87-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-propanol__methylcyclohexane;0.3065;298.15;101.0;1166.0;2.0
41825;j.jct.2005.06.011;2-propanol;methylcyclohexane;CC(C)O;CC1CCCCC1;8013-70-5;108-87-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-propanol__methylcyclohexane;0.4049;298.15;101.0;1173.0;2.0
41826;j.jct.2005.06.011;2-propanol;methylcyclohexane;CC(C)O;CC1CCCCC1;8013-70-5;108-87-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-propanol__methylcyclohexane;0.5034;298.15;101.0;1181.0;2.0
41827;j.jct.2005.06.011;2-propanol;methylcyclohexane;CC(C)O;CC1CCCCC1;8013-70-5;108-87-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-propanol__methylcyclohexane;0.6022;298.15;101.0;1188.0;2.0
41828;j.jct.2005.06.011;2-propanol;methylcyclohexane;CC(C)O;CC1CCCCC1;8013-70-5;108-87-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-propanol__methylcyclohexane;0.7009;298.15;101.0;1195.0;2.0
41829;j.jct.2005.06.011;2-propanol;methylcyclohexane;CC(C)O;CC1CCCCC1;8013-70-5;108-87-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-propanol__methylcyclohexane;0.8021;298.15;101.0;1203.0;2.0
41830;j.jct.2005.06.011;2-propanol;methylcyclohexane;CC(C)O;CC1CCCCC1;8013-70-5;108-87-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-propanol__methylcyclohexane;0.9032;298.15;101.0;1210.0;2.0
41831;j.jct.2005.06.011;2-propanol;methylcyclohexane;CC(C)O;CC1CCCCC1;8013-70-5;108-87-2;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-propanol__methylcyclohexane;1.0;298.15;101.0;1217.0;2.0
41931;j.jct.2005.06.011;1-butanol;methylcyclohexane;CCCCO;CC1CCCCC1;107569-51-7;108-87-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-butanol__methylcyclohexane;0.0;298.15;101.0;1268.0;2.0
41932;j.jct.2005.06.011;1-butanol;methylcyclohexane;CCCCO;CC1CCCCC1;107569-51-7;108-87-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-butanol__methylcyclohexane;0.1021;298.15;101.0;1263.0;2.0
41933;j.jct.2005.06.011;1-butanol;methylcyclohexane;CCCCO;CC1CCCCC1;107569-51-7;108-87-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-butanol__methylcyclohexane;0.2041;298.15;101.0;1258.0;2.0
41934;j.jct.2005.06.011;1-butanol;methylcyclohexane;CCCCO;CC1CCCCC1;107569-51-7;108-87-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-butanol__methylcyclohexane;0.3027;298.15;101.0;1253.0;2.0
41935;j.jct.2005.06.011;1-butanol;methylcyclohexane;CCCCO;CC1CCCCC1;107569-51-7;108-87-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-butanol__methylcyclohexane;0.4013;298.15;101.0;1248.0;2.0
41936;j.jct.2005.06.011;1-butanol;methylcyclohexane;CCCCO;CC1CCCCC1;107569-51-7;108-87-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-butanol__methylcyclohexane;0.5039;298.15;101.0;1243.0;2.0
41937;j.jct.2005.06.011;1-butanol;methylcyclohexane;CCCCO;CC1CCCCC1;107569-51-7;108-87-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-butanol__methylcyclohexane;0.6066;298.15;101.0;1238.0;2.0
41938;j.jct.2005.06.011;1-butanol;methylcyclohexane;CCCCO;CC1CCCCC1;107569-51-7;108-87-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-butanol__methylcyclohexane;0.7014;298.15;101.0;1233.0;2.0
41939;j.jct.2005.06.011;1-butanol;methylcyclohexane;CCCCO;CC1CCCCC1;107569-51-7;108-87-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-butanol__methylcyclohexane;0.7963;298.15;101.0;1227.0;2.0
41940;j.jct.2005.06.011;1-butanol;methylcyclohexane;CCCCO;CC1CCCCC1;107569-51-7;108-87-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-butanol__methylcyclohexane;0.8981;298.15;101.0;1222.0;2.0
41941;j.jct.2005.06.011;1-butanol;methylcyclohexane;CCCCO;CC1CCCCC1;107569-51-7;108-87-2;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;1-butanol__methylcyclohexane;1.0;298.15;101.0;1217.0;2.0
42041;j.jct.2005.06.011;2-methyl-1-propanol;methylcyclohexane;CC(C)CO;CC1CCCCC1;68989-27-5;108-87-2;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-methyl-1-propanol__methylcyclohexane;0.0;298.15;101.0;1170.0;2.0
42042;j.jct.2005.06.011;2-methyl-1-propanol;methylcyclohexane;CC(C)CO;CC1CCCCC1;68989-27-5;108-87-2;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-methyl-1-propanol__methylcyclohexane;0.1003;298.15;101.0;1175.0;2.0
42043;j.jct.2005.06.011;2-methyl-1-propanol;methylcyclohexane;CC(C)CO;CC1CCCCC1;68989-27-5;108-87-2;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-methyl-1-propanol__methylcyclohexane;0.2006;298.15;101.0;1179.0;2.0
42044;j.jct.2005.06.011;2-methyl-1-propanol;methylcyclohexane;CC(C)CO;CC1CCCCC1;68989-27-5;108-87-2;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-methyl-1-propanol__methylcyclohexane;0.3008;298.15;101.0;1183.0;2.0
42045;j.jct.2005.06.011;2-methyl-1-propanol;methylcyclohexane;CC(C)CO;CC1CCCCC1;68989-27-5;108-87-2;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-methyl-1-propanol__methylcyclohexane;0.4037;298.15;101.0;1188.0;2.0
42046;j.jct.2005.06.011;2-methyl-1-propanol;methylcyclohexane;CC(C)CO;CC1CCCCC1;68989-27-5;108-87-2;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-methyl-1-propanol__methylcyclohexane;0.5066;298.15;101.0;1193.0;2.0
42047;j.jct.2005.06.011;2-methyl-1-propanol;methylcyclohexane;CC(C)CO;CC1CCCCC1;68989-27-5;108-87-2;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-methyl-1-propanol__methylcyclohexane;0.6052;298.15;101.0;1198.0;2.0
42048;j.jct.2005.06.011;2-methyl-1-propanol;methylcyclohexane;CC(C)CO;CC1CCCCC1;68989-27-5;108-87-2;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-methyl-1-propanol__methylcyclohexane;0.7038;298.15;101.0;1202.0;2.0
42049;j.jct.2005.06.011;2-methyl-1-propanol;methylcyclohexane;CC(C)CO;CC1CCCCC1;68989-27-5;108-87-2;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-methyl-1-propanol__methylcyclohexane;0.8025;298.15;101.0;1207.0;2.0
42050;j.jct.2005.06.011;2-methyl-1-propanol;methylcyclohexane;CC(C)CO;CC1CCCCC1;68989-27-5;108-87-2;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-methyl-1-propanol__methylcyclohexane;0.9011;298.15;101.0;1212.0;2.0
42051;j.jct.2005.06.011;2-methyl-1-propanol;methylcyclohexane;CC(C)CO;CC1CCCCC1;68989-27-5;108-87-2;InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;2-methyl-1-propanol__methylcyclohexane;1.0;298.15;101.0;1217.0;2.0
42151;j.jct.2005.06.011;methylcyclohexane;3-methyl-1-butanol;CC1CCCCC1;CC(C)CCO;108-87-2;123-51-3;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=PHTQWCKDNZKARW-UHFFFAOYSA-N;methylcyclohexane__3-methyl-1-butanol;0.0;298.15;101.0;1259.0;2.0
42152;j.jct.2005.06.011;methylcyclohexane;3-methyl-1-butanol;CC1CCCCC1;CC(C)CCO;108-87-2;123-51-3;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=PHTQWCKDNZKARW-UHFFFAOYSA-N;methylcyclohexane__3-methyl-1-butanol;0.1002;298.15;101.0;1255.0;2.0
42153;j.jct.2005.06.011;methylcyclohexane;3-methyl-1-butanol;CC1CCCCC1;CC(C)CCO;108-87-2;123-51-3;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=PHTQWCKDNZKARW-UHFFFAOYSA-N;methylcyclohexane__3-methyl-1-butanol;0.2011;298.15;101.0;1250.0;2.0
42154;j.jct.2005.06.011;methylcyclohexane;3-methyl-1-butanol;CC1CCCCC1;CC(C)CCO;108-87-2;123-51-3;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=PHTQWCKDNZKARW-UHFFFAOYSA-N;methylcyclohexane__3-methyl-1-butanol;0.3001;298.15;101.0;1246.0;2.0
42155;j.jct.2005.06.011;methylcyclohexane;3-methyl-1-butanol;CC1CCCCC1;CC(C)CCO;108-87-2;123-51-3;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=PHTQWCKDNZKARW-UHFFFAOYSA-N;methylcyclohexane__3-methyl-1-butanol;0.4016;298.15;101.0;1242.0;2.0
42156;j.jct.2005.06.011;methylcyclohexane;3-methyl-1-butanol;CC1CCCCC1;CC(C)CCO;108-87-2;123-51-3;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=PHTQWCKDNZKARW-UHFFFAOYSA-N;methylcyclohexane__3-methyl-1-butanol;0.5019;298.15;101.0;1238.0;2.0
42157;j.jct.2005.06.011;methylcyclohexane;3-methyl-1-butanol;CC1CCCCC1;CC(C)CCO;108-87-2;123-51-3;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=PHTQWCKDNZKARW-UHFFFAOYSA-N;methylcyclohexane__3-methyl-1-butanol;0.6012;298.15;101.0;1234.0;2.0
42158;j.jct.2005.06.011;methylcyclohexane;3-methyl-1-butanol;CC1CCCCC1;CC(C)CCO;108-87-2;123-51-3;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=PHTQWCKDNZKARW-UHFFFAOYSA-N;methylcyclohexane__3-methyl-1-butanol;0.702;298.15;101.0;1230.0;2.0
42159;j.jct.2005.06.011;methylcyclohexane;3-methyl-1-butanol;CC1CCCCC1;CC(C)CCO;108-87-2;123-51-3;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=PHTQWCKDNZKARW-UHFFFAOYSA-N;methylcyclohexane__3-methyl-1-butanol;0.8011;298.15;101.0;1226.0;2.0
42160;j.jct.2005.06.011;methylcyclohexane;3-methyl-1-butanol;CC1CCCCC1;CC(C)CCO;108-87-2;123-51-3;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=PHTQWCKDNZKARW-UHFFFAOYSA-N;methylcyclohexane__3-methyl-1-butanol;0.9009;298.15;101.0;1221.0;2.0
42161;j.jct.2005.06.011;methylcyclohexane;3-methyl-1-butanol;CC1CCCCC1;CC(C)CCO;108-87-2;123-51-3;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=PHTQWCKDNZKARW-UHFFFAOYSA-N;methylcyclohexane__3-methyl-1-butanol;1.0;298.15;101.0;1217.0;2.0
58263;j.jct.2005.12.005;benzene;methylcyclohexane;c1ccccc1;CC1CCCCC1;27271-55-2;108-87-2;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;benzene__methylcyclohexane;0.0;298.15;101.0;1302.0;2.604
58264;j.jct.2005.12.005;benzene;methylcyclohexane;c1ccccc1;CC1CCCCC1;27271-55-2;108-87-2;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;benzene__methylcyclohexane;0.104;298.15;101.0;1293.0;2.586
58265;j.jct.2005.12.005;benzene;methylcyclohexane;c1ccccc1;CC1CCCCC1;27271-55-2;108-87-2;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;benzene__methylcyclohexane;0.2045;298.15;101.0;1284.0;2.568
58266;j.jct.2005.12.005;benzene;methylcyclohexane;c1ccccc1;CC1CCCCC1;27271-55-2;108-87-2;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;benzene__methylcyclohexane;0.302;298.15;101.0;1276.0;2.552
58267;j.jct.2005.12.005;benzene;methylcyclohexane;c1ccccc1;CC1CCCCC1;27271-55-2;108-87-2;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;benzene__methylcyclohexane;0.4006;298.15;101.0;1267.0;2.534
58268;j.jct.2005.12.005;benzene;methylcyclohexane;c1ccccc1;CC1CCCCC1;27271-55-2;108-87-2;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;benzene__methylcyclohexane;0.5007;298.15;101.0;1259.0;2.518
58269;j.jct.2005.12.005;benzene;methylcyclohexane;c1ccccc1;CC1CCCCC1;27271-55-2;108-87-2;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;benzene__methylcyclohexane;0.6004;298.15;101.0;1250.0;2.5
58270;j.jct.2005.12.005;benzene;methylcyclohexane;c1ccccc1;CC1CCCCC1;27271-55-2;108-87-2;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;benzene__methylcyclohexane;0.7056;298.15;101.0;1242.0;2.484
58271;j.jct.2005.12.005;benzene;methylcyclohexane;c1ccccc1;CC1CCCCC1;27271-55-2;108-87-2;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;benzene__methylcyclohexane;0.8033;298.15;101.0;1234.0;2.468
58272;j.jct.2005.12.005;benzene;methylcyclohexane;c1ccccc1;CC1CCCCC1;27271-55-2;108-87-2;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;benzene__methylcyclohexane;0.8982;298.15;101.0;1225.0;2.45
58273;j.jct.2005.12.005;benzene;methylcyclohexane;c1ccccc1;CC1CCCCC1;27271-55-2;108-87-2;InChIKey=UHOVQNZJYSORNB-UHFFFAOYSA-N;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;benzene__methylcyclohexane;1.0;298.15;101.0;1217.0;2.434
58373;j.jct.2005.12.005;methylcyclohexane;toluene;CC1CCCCC1;Cc1ccccc1;108-87-2;3101-08-4;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;methylcyclohexane__toluene;0.0;298.15;101.0;1314.0;2.628
58374;j.jct.2005.12.005;methylcyclohexane;toluene;CC1CCCCC1;Cc1ccccc1;108-87-2;3101-08-4;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;methylcyclohexane__toluene;0.1027;298.15;101.0;1304.0;2.608
58375;j.jct.2005.12.005;methylcyclohexane;toluene;CC1CCCCC1;Cc1ccccc1;108-87-2;3101-08-4;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;methylcyclohexane__toluene;0.205;298.15;101.0;1295.0;2.59
58376;j.jct.2005.12.005;methylcyclohexane;toluene;CC1CCCCC1;Cc1ccccc1;108-87-2;3101-08-4;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;methylcyclohexane__toluene;0.3034;298.15;101.0;1285.0;2.57
58377;j.jct.2005.12.005;methylcyclohexane;toluene;CC1CCCCC1;Cc1ccccc1;108-87-2;3101-08-4;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;methylcyclohexane__toluene;0.4043;298.15;101.0;1275.0;2.55
58378;j.jct.2005.12.005;methylcyclohexane;toluene;CC1CCCCC1;Cc1ccccc1;108-87-2;3101-08-4;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;methylcyclohexane__toluene;0.5031;298.15;101.0;1266.0;2.532
